shipcost,shipmode,shipdate,transactionid,shipmentid
17,Deleiivery Truck,12/26/2015,712,712
16,Regular Air,7/22/2015,713,713
3,Deleiivery Truck,2/12/2015,714,714
9,Regular Air,3/6/2016,715,715
7,Deleiivery Truck,10/16/2015,716,716
5,Regular Air,4/6/2015,717,717
15,express Air,5/12/2016,718,718
16,Regular Air,12/27/2016,719,719
3,Deleiivery Truck,11/28/2014,720,720
17,Deleiivery Truck,12/14/2015,721,721
3,Deleiivery Truck,1/6/2016,722,722
11,express Air,12/13/2014,723,723
18,express Air,12/18/2016,724,724
18,express Air,4/21/2014,725,725
1,Deleiivery Truck,10/27/2016,726,726
18,express Air,5/31/2014,727,727
17,express Air,4/29/2014,728,728
1,express Air,10/17/2016,729,729
14,express Air,10/2/2014,730,730
14,Deleiivery Truck,9/29/2016,731,731
18,Deleiivery Truck,7/22/2014,732,732
18,Regular Air,3/15/2016,733,733
7,Regular Air,4/22/2015,734,734
14,express Air,6/12/2016,735,735
12,Regular Air,9/20/2015,736,736
3,express Air,3/30/2016,737,737
10,express Air,1/8/2016,738,738
6,express Air,9/17/2014,739,739
17,Deleiivery Truck,6/24/2014,740,740
14,Regular Air,6/15/2016,741,741
9,express Air,12/31/2015,742,742
18,Regular Air,12/20/2015,743,743
7,Regular Air,10/7/2014,744,744
16,Deleiivery Truck,12/12/2014,745,745
9,Regular Air,2/6/2015,746,746
1,Regular Air,5/17/2014,747,747
3,express Air,12/23/2014,748,748
1,express Air,11/28/2015,749,749
8,Deleiivery Truck,4/27/2014,750,750
7,Deleiivery Truck,5/25/2016,751,751
16,express Air,8/31/2014,752,752
8,Regular Air,8/23/2015,753,753
7,Deleiivery Truck,9/6/2016,754,754
15,Regular Air,5/12/2016,755,755
7,Deleiivery Truck,2/28/2015,756,756
3,Regular Air,9/6/2016,757,757
12,Regular Air,12/7/2016,758,758
3,Deleiivery Truck,12/21/2015,759,759
2,express Air,9/30/2015,760,760
8,Deleiivery Truck,3/7/2016,761,761
3,Deleiivery Truck,7/20/2016,762,762
10,Regular Air,4/21/2016,763,763
7,Regular Air,9/13/2016,764,764
3,Regular Air,5/12/2015,765,765
14,Deleiivery Truck,8/13/2015,766,766
10,Regular Air,6/22/2014,767,767
7,Regular Air,12/12/2016,768,768
10,Deleiivery Truck,11/30/2015,769,769
10,Deleiivery Truck,11/27/2015,770,770
13,Regular Air,10/4/2016,771,771
17,express Air,6/18/2016,772,772
3,Deleiivery Truck,6/22/2014,773,773
17,Regular Air,1/24/2016,774,774
6,Regular Air,7/12/2014,775,775
6,Deleiivery Truck,12/4/2015,776,776
16,Regular Air,6/15/2016,777,777
1,Regular Air,8/24/2016,778,778
10,Regular Air,11/17/2014,779,779
6,express Air,4/3/2016,780,780
4,Regular Air,7/25/2014,781,781
8,Deleiivery Truck,9/16/2015,782,782
18,express Air,3/1/2017,783,783
12,express Air,2/14/2016,784,784
16,Deleiivery Truck,9/21/2016,785,785
17,Regular Air,3/8/2015,786,786
17,express Air,12/5/2015,787,787
14,Deleiivery Truck,5/14/2016,788,788
7,Deleiivery Truck,5/4/2015,789,789
2,Regular Air,8/29/2014,790,790
1,Deleiivery Truck,3/27/2016,791,791
2,Regular Air,4/7/2014,792,792
1,Deleiivery Truck,10/15/2016,793,793
4,Deleiivery Truck,4/9/2015,794,794
6,Deleiivery Truck,6/15/2014,795,795
15,Regular Air,9/11/2015,796,796
16,Regular Air,2/22/2017,797,797
15,Deleiivery Truck,11/18/2015,798,798
8,Regular Air,4/26/2016,799,799
4,Deleiivery Truck,2/14/2015,800,800
17,Deleiivery Truck,3/26/2015,801,801
1,Regular Air,8/28/2016,802,802
17,Regular Air,8/10/2016,803,803
2,Regular Air,11/18/2014,804,804
10,Regular Air,4/14/2015,805,805
9,express Air,1/8/2015,806,806
17,express Air,1/4/2015,807,807
16,Deleiivery Truck,2/14/2015,808,808
7,express Air,4/6/2015,809,809
15,Deleiivery Truck,3/22/2015,810,810
16,Deleiivery Truck,6/24/2016,811,811
19,express Air,6/25/2015,812,812
12,Deleiivery Truck,11/2/2014,813,813
17,Regular Air,1/6/2017,814,814
9,express Air,2/16/2017,815,815
11,Deleiivery Truck,9/9/2015,816,816
10,Deleiivery Truck,9/8/2015,817,817
9,Regular Air,11/28/2015,818,818
17,Deleiivery Truck,10/30/2016,819,819
3,Deleiivery Truck,11/9/2014,820,820
10,Regular Air,5/13/2015,821,821
12,express Air,6/7/2014,822,822
9,express Air,9/28/2014,823,823
2,Deleiivery Truck,3/2/2015,824,824
11,Deleiivery Truck,7/17/2014,825,825
19,express Air,12/6/2014,826,826
2,Regular Air,5/3/2014,827,827
16,Regular Air,10/21/2016,828,828
13,Regular Air,8/20/2016,829,829
11,express Air,11/17/2014,830,830
9,Regular Air,6/28/2015,831,831
18,express Air,9/11/2016,832,832
14,Regular Air,3/14/2017,833,833
13,Regular Air,8/28/2016,834,834
7,Deleiivery Truck,10/31/2014,835,835
5,express Air,6/27/2015,836,836
10,express Air,6/16/2014,837,837
19,Deleiivery Truck,6/7/2016,838,838
13,Regular Air,10/2/2014,839,839
11,express Air,8/2/2014,840,840
6,Regular Air,6/6/2014,841,841
1,express Air,4/17/2016,842,842
15,express Air,1/18/2017,843,843
17,express Air,4/12/2016,844,844
14,Regular Air,10/30/2016,845,845
11,Regular Air,2/19/2017,846,846
2,express Air,5/18/2015,847,847
3,Deleiivery Truck,8/22/2014,848,848
2,express Air,10/5/2014,849,849
6,express Air,11/8/2016,850,850
8,express Air,6/12/2015,851,851
14,express Air,3/29/2016,852,852
16,Regular Air,5/17/2015,853,853
2,Deleiivery Truck,4/22/2016,854,854
3,express Air,5/4/2015,855,855
18,Regular Air,12/25/2015,856,856
7,express Air,11/20/2014,857,857
4,Deleiivery Truck,1/6/2015,858,858
17,Regular Air,10/24/2016,859,859
15,Regular Air,7/11/2014,860,860
3,express Air,3/29/2015,861,861
12,express Air,6/13/2015,862,862
6,express Air,5/22/2016,863,863
15,Regular Air,3/23/2017,864,864
3,Deleiivery Truck,10/20/2014,865,865
9,Regular Air,6/22/2014,866,866
17,express Air,8/22/2016,867,867
9,Regular Air,2/21/2017,868,868
5,express Air,7/22/2014,869,869
18,express Air,7/20/2015,870,870
8,express Air,10/28/2015,871,871
2,Regular Air,6/10/2014,872,872
7,express Air,10/30/2014,873,873
10,express Air,9/8/2015,874,874
14,express Air,10/21/2014,875,875
10,Regular Air,8/12/2015,876,876
6,express Air,8/9/2016,877,877
10,Deleiivery Truck,3/13/2016,878,878
17,express Air,2/12/2017,879,879
14,Regular Air,9/1/2016,880,880
14,Regular Air,12/23/2015,881,881
8,Regular Air,5/26/2014,882,882
14,Regular Air,1/19/2015,883,883
9,Deleiivery Truck,3/14/2015,884,884
2,Deleiivery Truck,7/28/2016,885,885
6,Deleiivery Truck,11/12/2015,886,886
17,express Air,7/22/2015,887,887
5,express Air,9/17/2015,888,888
10,express Air,1/18/2015,889,889
6,Deleiivery Truck,5/30/2014,890,890
8,Deleiivery Truck,8/13/2016,891,891
2,Regular Air,7/17/2016,892,892
4,Deleiivery Truck,1/4/2016,893,893
8,Regular Air,10/11/2016,894,894
9,Deleiivery Truck,1/1/2016,895,895
5,express Air,4/6/2015,896,896
18,Deleiivery Truck,10/28/2016,897,897
17,express Air,6/5/2016,898,898
8,express Air,8/31/2016,899,899
18,Deleiivery Truck,2/10/2016,900,900
17,express Air,6/11/2015,901,901
17,Regular Air,1/17/2015,902,902
1,express Air,6/9/2016,903,903
9,express Air,2/3/2016,904,904
3,Deleiivery Truck,1/2/2015,905,905
16,Regular Air,5/30/2014,906,906
11,Deleiivery Truck,8/11/2016,907,907
4,Regular Air,12/26/2016,908,908
2,Regular Air,3/29/2017,909,909
16,Regular Air,11/10/2015,910,910
11,Deleiivery Truck,10/30/2014,911,911
10,Deleiivery Truck,6/28/2015,912,912
10,Regular Air,4/21/2014,913,913
5,Deleiivery Truck,9/9/2014,914,914
8,Deleiivery Truck,7/8/2015,915,915
4,Deleiivery Truck,11/22/2016,916,916
17,express Air,5/16/2016,917,917
16,express Air,12/28/2015,918,918
13,express Air,3/21/2017,919,919
16,express Air,1/8/2016,920,920
2,express Air,5/3/2015,921,921
5,Regular Air,12/14/2015,922,922
13,express Air,9/24/2015,923,923
14,Regular Air,12/5/2014,924,924
18,Deleiivery Truck,11/19/2014,925,925
17,Regular Air,9/28/2015,926,926
7,Deleiivery Truck,10/20/2014,927,927
16,Deleiivery Truck,12/12/2014,928,928
4,Deleiivery Truck,10/20/2014,929,929
14,express Air,4/10/2016,930,930
3,express Air,11/21/2016,931,931
12,Deleiivery Truck,12/23/2015,932,932
10,express Air,10/29/2014,933,933
9,express Air,11/14/2014,934,934
2,Deleiivery Truck,2/2/2017,935,935
12,Deleiivery Truck,4/10/2016,936,936
19,express Air,10/11/2014,937,937
14,Deleiivery Truck,6/13/2014,938,938
17,Regular Air,4/24/2014,939,939
2,Regular Air,10/22/2015,940,940
4,Deleiivery Truck,9/28/2016,941,941
9,Regular Air,1/8/2017,942,942
3,Regular Air,2/2/2015,943,943
12,express Air,4/7/2014,944,944
10,Deleiivery Truck,1/29/2015,945,945
5,Deleiivery Truck,6/10/2016,946,946
14,express Air,5/25/2014,947,947
19,Regular Air,5/7/2015,948,948
4,express Air,10/25/2014,949,949
18,express Air,1/6/2015,950,950
8,Deleiivery Truck,11/27/2015,951,951
16,express Air,5/6/2015,952,952
4,Regular Air,9/19/2014,953,953
11,express Air,7/12/2016,954,954
6,Deleiivery Truck,7/24/2015,955,955
10,express Air,8/4/2016,956,956
16,Regular Air,6/7/2014,957,957
9,Regular Air,10/21/2015,958,958
1,Regular Air,3/24/2017,959,959
16,express Air,3/3/2017,960,960
8,express Air,8/6/2016,961,961
12,express Air,4/24/2015,962,962
2,express Air,12/31/2015,963,963
2,Deleiivery Truck,1/20/2016,964,964
5,Regular Air,7/11/2015,965,965
3,Regular Air,9/5/2014,966,966
19,Regular Air,10/4/2014,967,967
11,express Air,2/25/2017,968,968
4,Deleiivery Truck,1/20/2015,969,969
1,express Air,2/17/2015,970,970
18,Deleiivery Truck,6/2/2016,971,971
16,Regular Air,1/31/2015,972,972
8,Regular Air,1/11/2016,973,973
3,Deleiivery Truck,1/19/2016,974,974
5,Regular Air,12/2/2015,975,975
3,Regular Air,11/14/2015,976,976
14,Deleiivery Truck,11/13/2016,977,977
4,Regular Air,8/17/2014,978,978
2,Deleiivery Truck,3/11/2016,979,979
13,Regular Air,4/18/2015,980,980
7,Regular Air,2/23/2017,981,981
17,Regular Air,8/15/2015,982,982
12,express Air,8/15/2015,983,983
19,Deleiivery Truck,7/10/2014,984,984
8,express Air,8/17/2014,985,985
12,Deleiivery Truck,3/6/2017,986,986
15,Deleiivery Truck,2/14/2015,987,987
5,Deleiivery Truck,11/21/2016,988,988
10,express Air,6/21/2014,989,989
12,express Air,2/13/2015,990,990
6,Regular Air,5/3/2014,991,991
16,express Air,1/22/2017,992,992
9,Regular Air,2/5/2016,993,993
13,Regular Air,5/19/2014,994,994
8,Regular Air,3/17/2015,995,995
16,express Air,5/3/2016,996,996
2,express Air,6/17/2014,997,997
5,Regular Air,1/1/2016,998,998
11,Deleiivery Truck,6/7/2015,999,999
4,Regular Air,4/3/2017,1000,1000
14,express Air,6/9/2014,1001,1001
4,Deleiivery Truck,4/3/2016,1002,1002
4,Regular Air,12/23/2015,1003,1003
18,Deleiivery Truck,5/3/2016,1004,1004
17,Regular Air,5/27/2016,1005,1005
4,express Air,11/20/2016,1006,1006
19,Regular Air,2/19/2016,1007,1007
15,Regular Air,9/14/2016,1008,1008
14,Regular Air,5/26/2016,1009,1009
4,Regular Air,2/3/2017,1010,1010
15,Deleiivery Truck,4/11/2014,1011,1011
3,Deleiivery Truck,12/28/2014,1012,1012
7,Deleiivery Truck,7/23/2016,1013,1013
12,Regular Air,6/21/2015,1014,1014
3,Deleiivery Truck,4/22/2015,1015,1015
13,express Air,11/11/2014,1016,1016
19,express Air,12/12/2014,1017,1017
6,express Air,12/26/2016,1018,1018
9,Regular Air,6/28/2015,1019,1019
3,Regular Air,12/17/2015,1020,1020
6,Regular Air,11/9/2015,1021,1021
8,Deleiivery Truck,6/19/2016,1022,1022
16,express Air,8/26/2014,1023,1023
9,express Air,11/11/2014,1024,1024
14,express Air,4/29/2014,1025,1025
12,express Air,9/20/2016,1026,1026
16,Regular Air,7/31/2014,1027,1027
15,express Air,8/12/2016,1028,1028
2,Regular Air,2/25/2015,1029,1029
16,Deleiivery Truck,11/11/2016,1030,1030
12,express Air,2/2/2017,1031,1031
8,Deleiivery Truck,9/26/2016,1032,1032
2,Regular Air,5/23/2016,1033,1033
18,express Air,5/15/2015,1034,1034
15,Deleiivery Truck,1/19/2015,1035,1035
7,express Air,11/9/2015,1036,1036
2,Regular Air,9/4/2015,1037,1037
2,Regular Air,6/12/2015,1038,1038
8,Deleiivery Truck,1/15/2016,1039,1039
17,Deleiivery Truck,1/3/2016,1040,1040
14,express Air,2/26/2017,1041,1041
15,Deleiivery Truck,8/5/2014,1042,1042
5,Deleiivery Truck,2/5/2016,1043,1043
18,Deleiivery Truck,2/19/2017,1044,1044
14,express Air,3/6/2016,1045,1045
8,express Air,10/5/2014,1046,1046
12,Regular Air,4/26/2015,1047,1047
10,express Air,5/3/2015,1048,1048
9,Regular Air,8/24/2016,1049,1049
18,Deleiivery Truck,11/20/2016,1050,1050
3,Deleiivery Truck,6/5/2014,1051,1051
18,express Air,8/6/2016,1052,1052
14,express Air,6/12/2016,1053,1053
18,Regular Air,10/8/2014,1054,1054
16,Regular Air,6/6/2014,1055,1055
8,express Air,3/14/2017,1056,1056
4,Deleiivery Truck,1/16/2016,1057,1057
14,Deleiivery Truck,12/12/2015,1058,1058
12,Regular Air,9/11/2014,1059,1059
19,Regular Air,3/20/2015,1060,1060
9,express Air,10/18/2014,1061,1061
8,Regular Air,8/29/2015,1062,1062
15,express Air,4/22/2014,1063,1063
8,Deleiivery Truck,8/27/2015,1064,1064
14,express Air,2/14/2017,1065,1065
9,express Air,1/6/2017,1066,1066
17,express Air,9/25/2016,1067,1067
11,express Air,12/6/2015,1068,1068
18,Deleiivery Truck,10/26/2015,1069,1069
2,express Air,5/15/2016,1070,1070
18,Deleiivery Truck,2/1/2016,1071,1071
9,Deleiivery Truck,8/18/2014,1072,1072
5,Regular Air,5/12/2014,1073,1073
5,Deleiivery Truck,3/31/2017,1074,1074
14,Regular Air,12/16/2014,1075,1075
3,express Air,6/16/2016,1076,1076
15,Regular Air,9/8/2015,1077,1077
2,express Air,4/16/2016,1078,1078
19,express Air,6/26/2016,1079,1079
11,express Air,2/8/2016,1080,1080
3,express Air,1/15/2017,1081,1081
3,Regular Air,4/18/2014,1082,1082
15,Regular Air,12/15/2015,1083,1083
6,Deleiivery Truck,7/24/2015,1084,1084
18,Regular Air,1/13/2015,1085,1085
11,Deleiivery Truck,6/5/2015,1086,1086
19,express Air,7/6/2014,1087,1087
3,Regular Air,6/15/2014,1088,1088
18,express Air,5/7/2014,1089,1089
7,Deleiivery Truck,10/4/2015,1090,1090
12,Regular Air,4/23/2015,1091,1091
5,express Air,11/30/2014,1092,1092
14,Regular Air,11/9/2016,1093,1093
4,express Air,12/11/2015,1094,1094
17,Regular Air,5/22/2014,1095,1095
9,express Air,12/15/2014,1096,1096
10,Regular Air,7/27/2015,1097,1097
10,Deleiivery Truck,5/27/2015,1098,1098
15,Deleiivery Truck,1/24/2015,1099,1099
15,Deleiivery Truck,7/18/2014,1100,1100
1,Deleiivery Truck,5/9/2016,1101,1101
14,express Air,9/13/2014,1102,1102
1,Deleiivery Truck,7/15/2016,1103,1103
12,express Air,12/21/2016,1104,1104
3,express Air,12/18/2014,1105,1105
10,express Air,9/9/2014,1106,1106
1,Regular Air,9/15/2016,1107,1107
8,Deleiivery Truck,2/12/2016,1108,1108
3,Deleiivery Truck,4/11/2015,1109,1109
17,Regular Air,3/31/2015,1110,1110
15,Deleiivery Truck,8/5/2015,1111,1111
8,express Air,10/5/2015,1112,1112
5,express Air,10/18/2016,1113,1113
6,Regular Air,10/11/2016,1114,1114
4,Deleiivery Truck,9/30/2014,1115,1115
9,Deleiivery Truck,6/27/2016,1116,1116
8,Regular Air,2/4/2016,1117,1117
3,Deleiivery Truck,2/27/2016,1118,1118
17,Deleiivery Truck,2/26/2016,1119,1119
17,Regular Air,7/14/2014,1120,1120
12,Regular Air,3/23/2016,1121,1121
11,express Air,5/29/2016,1122,1122
10,Deleiivery Truck,12/19/2015,1123,1123
1,Regular Air,9/10/2016,1124,1124
6,Deleiivery Truck,7/17/2015,1125,1125
13,Deleiivery Truck,10/28/2014,1126,1126
10,express Air,2/23/2017,1127,1127
12,express Air,10/22/2016,1128,1128
12,express Air,10/17/2014,1129,1129
6,express Air,8/23/2015,1130,1130
8,express Air,11/16/2014,1131,1131
2,Deleiivery Truck,1/27/2017,1132,1132
1,Regular Air,10/16/2014,1133,1133
7,express Air,4/7/2015,1134,1134
5,express Air,3/20/2016,1135,1135
13,Deleiivery Truck,2/17/2017,1136,1136
8,express Air,9/27/2014,1137,1137
19,Deleiivery Truck,8/28/2014,1138,1138
2,express Air,6/23/2015,1139,1139
3,Regular Air,6/28/2014,1140,1140
1,Deleiivery Truck,3/20/2017,1141,1141
5,Regular Air,10/28/2014,1142,1142
6,Regular Air,2/18/2016,1143,1143
18,Regular Air,2/21/2015,1144,1144
9,Deleiivery Truck,11/29/2016,1145,1145
9,Deleiivery Truck,1/28/2016,1146,1146
1,express Air,2/20/2015,1147,1147
5,Deleiivery Truck,8/20/2015,1148,1148
18,express Air,9/27/2016,1149,1149
5,express Air,3/26/2016,1150,1150
10,express Air,5/2/2016,1151,1151
16,express Air,3/1/2016,1152,1152
6,Deleiivery Truck,2/29/2016,1153,1153
9,Regular Air,12/29/2015,1154,1154
3,Regular Air,3/12/2017,1155,1155
10,Regular Air,7/8/2014,1156,1156
17,express Air,11/20/2016,1157,1157
10,express Air,8/21/2015,1158,1158
14,Deleiivery Truck,1/29/2017,1159,1159
11,express Air,5/25/2016,1160,1160
7,Regular Air,1/7/2017,1161,1161
12,Regular Air,5/14/2015,1162,1162
11,Deleiivery Truck,9/1/2015,1163,1163
15,Deleiivery Truck,2/7/2016,1164,1164
8,express Air,7/21/2015,1165,1165
3,Regular Air,7/4/2014,1166,1166
4,Regular Air,7/17/2014,1167,1167
4,Regular Air,2/21/2016,1168,1168
2,Regular Air,5/19/2016,1169,1169
15,Deleiivery Truck,5/31/2015,1170,1170
2,Deleiivery Truck,4/29/2016,1171,1171
19,Deleiivery Truck,2/26/2015,1172,1172
12,Regular Air,7/30/2016,1173,1173
2,Deleiivery Truck,10/5/2015,1174,1174
3,Deleiivery Truck,8/24/2014,1175,1175
12,Regular Air,1/1/2017,1176,1176
13,Regular Air,9/21/2016,1177,1177
1,Deleiivery Truck,8/17/2014,1178,1178
19,Regular Air,3/4/2016,1179,1179
14,Regular Air,6/4/2015,1180,1180
13,Regular Air,11/19/2014,1181,1181
18,express Air,12/20/2015,1182,1182
10,Regular Air,10/15/2016,1183,1183
1,express Air,12/27/2015,1184,1184
11,Deleiivery Truck,9/28/2014,1185,1185
17,Deleiivery Truck,3/11/2017,1186,1186
17,express Air,3/13/2015,1187,1187
8,Regular Air,3/9/2015,1188,1188
11,Deleiivery Truck,1/27/2017,1189,1189
8,Regular Air,5/3/2016,1190,1190
1,Regular Air,8/1/2016,1191,1191
8,express Air,6/10/2015,1192,1192
19,Regular Air,4/2/2015,1193,1193
8,Deleiivery Truck,3/18/2017,1194,1194
10,Deleiivery Truck,5/20/2015,1195,1195
18,Regular Air,9/27/2015,1196,1196
15,Deleiivery Truck,3/14/2015,1197,1197
16,express Air,10/2/2016,1198,1198
2,Regular Air,3/10/2015,1199,1199
18,Regular Air,3/20/2016,1200,1200
14,express Air,1/22/2016,1201,1201
7,Regular Air,9/3/2014,1202,1202
19,Deleiivery Truck,12/5/2014,1203,1203
8,express Air,3/21/2015,1204,1204
16,Deleiivery Truck,2/16/2016,1205,1205
17,express Air,12/13/2015,1206,1206
5,express Air,3/16/2016,1207,1207
1,express Air,4/25/2014,1208,1208
13,Regular Air,12/11/2014,1209,1209
19,express Air,4/4/2016,1210,1210
7,Deleiivery Truck,10/9/2016,1211,1211
8,express Air,5/4/2015,1212,1212
17,Regular Air,6/18/2016,1213,1213
14,express Air,7/26/2014,1214,1214
6,Regular Air,7/10/2014,1215,1215
13,express Air,6/15/2016,1216,1216
19,express Air,4/21/2014,1217,1217
19,Deleiivery Truck,8/30/2016,1218,1218
13,Regular Air,4/30/2015,1219,1219
15,express Air,12/6/2016,1220,1220
3,express Air,6/4/2015,1221,1221
3,express Air,10/28/2015,1222,1222
5,Deleiivery Truck,6/11/2014,1223,1223
17,Regular Air,2/3/2016,1224,1224
15,Deleiivery Truck,12/4/2015,1225,1225
14,Deleiivery Truck,2/11/2015,1226,1226
6,Deleiivery Truck,10/2/2016,1227,1227
2,Regular Air,9/29/2016,1228,1228
14,Deleiivery Truck,5/20/2014,1229,1229
8,express Air,1/12/2016,1230,1230
2,Deleiivery Truck,5/24/2016,1231,1231
6,Regular Air,10/27/2015,1232,1232
2,Deleiivery Truck,5/4/2015,1233,1233
6,Deleiivery Truck,4/14/2015,1234,1234
19,Deleiivery Truck,3/4/2016,1235,1235
11,Deleiivery Truck,8/14/2014,1236,1236
19,Regular Air,11/30/2016,1237,1237
8,express Air,5/26/2014,1238,1238
11,Regular Air,2/17/2016,1239,1239
14,Deleiivery Truck,4/12/2014,1240,1240
19,Deleiivery Truck,7/24/2015,1241,1241
6,Deleiivery Truck,12/24/2015,1242,1242
18,Regular Air,8/8/2014,1243,1243
9,Regular Air,7/4/2014,1244,1244
9,Deleiivery Truck,9/27/2016,1245,1245
17,express Air,9/15/2015,1246,1246
14,Regular Air,5/15/2015,1247,1247
19,Regular Air,9/17/2016,1248,1248
8,express Air,6/4/2015,1249,1249
7,express Air,7/1/2015,1250,1250
12,Regular Air,7/13/2014,1251,1251
14,express Air,6/5/2016,1252,1252
16,Deleiivery Truck,4/2/2015,1253,1253
9,express Air,4/25/2015,1254,1254
15,Regular Air,12/11/2015,1255,1255
19,express Air,9/16/2015,1256,1256
13,Deleiivery Truck,8/8/2014,1257,1257
10,Deleiivery Truck,3/19/2015,1258,1258
15,express Air,3/15/2017,1259,1259
18,express Air,1/21/2017,1260,1260
18,express Air,7/1/2015,1261,1261
13,Regular Air,3/7/2015,1262,1262
12,express Air,9/8/2016,1263,1263
12,express Air,6/25/2015,1264,1264
13,express Air,11/16/2016,1265,1265
1,express Air,6/12/2016,1266,1266
1,Regular Air,4/9/2015,1267,1267
4,Deleiivery Truck,4/27/2015,1268,1268
8,Regular Air,4/24/2016,1269,1269
8,Regular Air,8/17/2016,1270,1270
9,Deleiivery Truck,4/16/2016,1271,1271
